768,39
768,40
769,41
770,42
771,43
773,44
774,44
776,45
777,46
779,48
781,49
784,51
786,52
789,54
791,56
795,57
798,59
801,60
806,63
809,65
812,67
815,67
819,68
822,69
824,70
826,70
829,71
831,71
833,72
836,72
838,72
840,72
842,73
844,73
846,73
849,74
851,74
853,75
855,75
858,75
861,76
863,76
866,77
869,77
872,78
874,78
877,78
880,79
882,79
884,79
886,80
889,81
891,81
893,81
895,81
896,81
898,81
900,81
902,82
905,83
907,84
909,84
912,85
914,86
916,86
917,87
919,87
920,87
921,87
922,87
923,87
924,87
926,87
927,88
928,88
929,88
930,88
930,87
929,87
929,85
928,85
928,84
926,82
925,81
923,81
921,79
920,79
918,77
916,76
914,76
913,75
911,74
909,74
908,74
906,73
904,73
903,73
902,73
901,73
900,73
899,73
898,73
897,74
896,75
896,76
895,76
895,77
895,78
894,79
894,80
895,81
895,82
896,82
896,83
898,83
898,85
900,85
901,86
903,87
905,87
907,88
908,88
910,89
912,90
914,90
916,90
918,90
919,90
921,90
922,91
923,91
925,91
926,91
927,91
928,91
929,91
930,91
931,91
932,91
934,91
935,91
937,91
938,91
939,91
940,91
941,91
942,91
943,91
944,91
945,91
945,90
612,98
613,98
614,98
615,98
616,98
616,99
617,99
618,99
619,99
619,100
620,100
621,100
621,101
622,101
623,101
623,102
624,102
625,102
626,102
626,103
627,103
628,103
628,104
629,104
630,104
631,104
631,105
632,105
633,105
634,105
635,105
636,105
637,105
638,105
638,106
639,106
639,107
640,107
640,108
641,108
642,108
643,109
644,109
645,110
647,110
647,111
648,112
649,112
650,112
652,113
653,114
654,114
656,114
657,115
658,116
660,116
661,117
663,118
664,118
665,119
667,119
668,120
669,120
669,121
670,121
672,122
672,123
674,123
675,123
675,124
676,125
677,125
678,125
678,126
679,126
679,127
680,127
681,128
682,128
682,129
683,129
683,130
684,130
684,131
685,131
686,132
686,133
687,133
687,134
688,135
689,136
690,137
690,138
691,139
691,140
692,140
692,141
692,142
693,143
694,144
694,145
694,146
695,147
695,148
695,150
695,151
696,152
696,153
697,155
697,156
697,157
698,159
699,159
699,160
699,161
700,162
700,163
700,165
700,166
700,167
700,168
701,169
702,171
702,172
702,173
702,175
702,176
702,177
702,178
702,180
702,181
702,183
702,184
702,186
702,187
702,188
702,189
702,191
702,192
702,194
702,195
702,197
702,198
702,199
702,201
701,202
701,203
701,205
700,206
699,207
699,209
698,209
697,211
697,212
696,213
695,216
695,217
695,218
694,219
693,220
692,222
691,223
689,224
688,227
687,228
686,229
684,231
683,232
681,234
679,234
678,235
676,237
675,238
673,239
672,239
670,241
668,242
666,244
664,245
663,247
661,247
659,249
657,250
655,250
652,252
650,253
648,253
645,254
643,255
640,256
638,257
636,258
634,258
632,259
629,261
627,261
625,262
623,263
621,264
618,264
616,265
615,266
613,267
611,267
610,267
609,268
607,268
606,268
605,268
604,268
603,268
602,268
601,268
600,268
599,268
598,268
597,268
596,268
594,268
593,267
592,267
591,266
590,266
589,265
587,264
586,263
585,263
583,261
582,260
580,259
580,258
578,256
578,255
576,253
575,252
573,251
573,248
571,247
571,246
570,243
569,242
568,241
568,239
567,238
566,237
566,234
564,233
564,232
563,229
562,228
561,226
561,224
560,222
559,221
559,219
558,216
557,214
556,212
556,210
555,207
554,205
554,202
553,199
553,197
553,196
553,194
553,193
553,191
553,190
553,189
554,186
555,185
556,183
557,181
558,180
560,179
561,177
562,176
565,174
567,172
569,171
571,168
575,167
578,166
580,164
582,163
586,161
589,160
592,158
595,157
597,156
601,155
603,154
606,154
609,153
612,153
615,153
618,153
621,153
625,153
629,153
633,153
637,153
643,153
648,153
654,153
660,153
667,154
674,155
682,156
690,157
699,158
707,159
715,160
723,161
733,163
741,164
749,165
756,166
763,167
770,168
777,169
782,171
788,173
794,174
798,175
804,177
810,178
814,180
819,182
823,183
827,184
832,186
837,188
841,190
846,192
850,193
854,194
858,196
862,197
866,198
871,200
875,200
880,201
884,202
890,204
894,205
900,206
905,207
911,208
917,210
922,211
928,211
933,212
940,213
947,214
953,214
958,215
962,215
968,216
974,217
978,217
983,218
989,219
994,219
998,219
1003,220
1007,220
1011,221
1016,222
1020,222
1024,222
1028,222
1032,222
1036,222
1041,223
1044,223
1047,223
1051,223
1055,224
1059,224
1065,224
1069,224
1074,225
1078,225
1084,225
1091,225
1096,226
1102,226
1107,227
1114,227
1121,228
1128,228
1133,229
1139,230
1146,231
1151,231
1156,231
1162,232
1168,232
1173,233
1179,233
1183,234
1187,234
1193,235
1197,235
1200,235
1203,235
1206,235
1209,235
1211,236
1214,236
1215,236
1217,236
1220,236
1222,237
1224,237
1225,237
1227,237
1229,237
1232,237
1234,238
1236,238
1238,238
1240,238
1242,238
1244,238
1247,238
1249,238
1251,238
1253,238
1255,238
1256,238
1258,238
1259,238
1260,238
1261,238
1262,238
1263,238
1264,238
1265,238
1266,238
1267,238
1269,238
1270,238
1271,238
1272,238
1273,238
1274,238
1275,238
1276,238
1277,238
1278,237
1280,237
1281,237
1282,237
1283,237
1285,237
1286,237
1287,237
1288,237
1289,237
1290,237
1289,237
1287,236
1285,236
1283,235
1280,235
1277,235
1272,235
1265,235
1257,235
1249,235
1240,235
1230,236
1221,236
1210,237
1201,238
1191,239
1182,239
1173,240
1162,241
1152,243
1144,243
1135,244
1125,245
1117,245
1109,246
1100,246
1091,246
1080,247
1069,247
1057,247
1045,247
1034,247
1020,247
1007,247
995,247
982,247
969,247
957,247
945,246
931,246
921,244
907,243
895,243
884,243
872,243
861,243
850,243
840,243
829,243
818,243
807,243
795,243
783,243
772,243
760,243
748,243
736,243
724,243
711,243
698,243
686,243
674,242
662,242
649,242
637,242
625,242
614,242
605,242
596,242
586,242
578,243
570,243
562,243
554,243
547,243
541,243
534,243
527,243
520,243
514,243
506,243
499,243
492,243
485,243
479,243
472,243
466,244
461,244
454,244
448,244
442,244
437,244
431,244
424,245
419,245
414,245
407,245
401,245
395,245
389,245
382,245
377,245
370,245
365,245
358,246
353,246
348,246
344,246
339,246
335,247
330,247
326,247
322,247
319,247
315,248
311,248
308,248
304,248
301,248
298,248
295,248
292,248
289,248
287,248
286,248
284,248
282,248
281,248
280,248
278,249
277,249
276,249
275,249
274,249
273,249
272,249
270,249
269,249
267,249
266,249
264,249
261,249
259,249
257,249
256,249
255,249
252,249
250,249
248,249
246,249
245,249
243,249
242,249
241,249
240,249
241,249
243,249
245,249
248,249
252,249
257,249
262,249
269,248
278,247
284,246
293,245
301,244
309,243
318,242
327,241
336,240
345,240
355,240
364,239
373,239
384,239
395,238
405,236
418,235
429,235
441,235
453,234
467,234
480,234
494,234
508,234
521,234
533,234
546,234
558,234
570,234
580,234
591,234
602,235
613,235
622,237
631,237
641,237
649,237
658,238
666,239
673,239
681,239
689,239
696,239
704,240
712,241
719,241
727,241
735,241
743,242
751,242
760,242
770,243
779,243
788,243
798,244
809,244
818,244
829,245
838,245
847,245
855,245
863,245
871,245
877,245
882,245
888,245
892,245
896,244
899,244
902,244
904,244
907,244
908,243
909,243
910,243
911,243
912,243
913,243
1475,239
